Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Albury,14.4,32.2,0,WNW,41,SSE,N,2,20,1009,1005.2,21.9,29.8,No,No
Albury,15.1,25.7,0,W,43,WSW,W,24,15,1012.4,1012.1,16.6,24.3,No,No
Albury,9.9,28.9,0,NE,39,S,ENE,11,9,1019.3,1016.2,18.9,27.2,No,No
Albury,16.2,31.7,0,ENE,28,SE,ENE,11,13,1016.3,1010.3,22.7,29.4,No,No
Albury,17.7,33.7,0,NW,85,NNE,NW,19,44,1005.7,998.7,25.2,32.5,No,Yes
Albury,12,27,1.4,W,46,WNW,WSW,20,26,1009.9,1008.6,17.3,25.1,Yes,No
Albury,10.1,30.6,0,W,30,SE,WNW,6,17,1013.7,1011.9,17.7,28.4,No,No
Albury,11.4,33.5,0,WSW,30,ESE,W,7,11,1013.5,1011,21,32.7,No,No
Albury,15.5,39.6,0,NE,56,ESE,ESE,9,9,1016,1012.4,25.6,38.2,No,No
Albury,17.1,38.3,0,NNE,48,NE,N,20,20,1017.9,1012.3,29.2,37,No,No
Albury,26,33.1,0,NNE,41,ESE,W,7,7,1013.6,1012.1,27.4,30.9,No,No
Albury,19,35.2,0,E,33,SSE,SE,7,9,1017.4,1014.7,25.6,32.5,No,No
Albury,20.5,36.1,0,NE,39,ESE,SW,9,13,1019.1,1016,27.3,34.6,No,No
Albury,20.3,36.5,0,NNE,31,SE,NNE,9,19,1018,1013.3,26.4,34.9,No,No
Albury,20.7,34.1,0,N,44,ENE,SW,13,26,1012.4,1007.6,28.7,27.8,No,Yes
Albury,20.4,26.4,5.4,SSE,30,ESE,S,9,20,1009,1007.4,20.8,25.5,Yes,Yes
Albury,19.7,21.7,7,SSE,24,SSE,SSE,7,13,1010.9,1010.3,20.3,21.4,Yes,Yes
Albury,18.4,30.6,12.6,NE,28,ESE,E,9,11,1012.5,1010,20.8,28.4,Yes,No
Albury,17.6,33.1,0.2,NNE,39,SE,SE,13,7,1013.5,1009.3,23.6,31.2,No,No
Albury,18.1,27,0,NNE,39,ENE,NNE,20,13,1006.7,1000.9,24.1,20.5,No,Yes
Albury,17.9,28.1,46.8,WSW,50,WNW,W,15,22,1000.4,1000.2,18.3,25.2,Yes,No
Albury,13.5,28.3,0.4,WNW,43,WSW,NW,9,20,1006.4,1004.5,18.5,26.8,No,No
Albury,11.4,28.4,0,NW,41,W,W,7,20,1010.2,1007.4,17.7,26.7,No,No
Albury,15.8,27.6,0,WNW,48,W,WNW,19,20,1010,1008.8,19.9,25.7,No,No
Albury,12.1,28,0,WSW,37,SE,WSW,4,11,1012.8,1011,19.1,26.7,No,No
Albury,14.7,28.6,0,SSE,28,SSE,S,20,9,1013.3,1010.5,18.8,27.2,No,No
Albury,14.4,31.1,0,NW,59,E,NNE,17,19,1009.7,1005.5,23,29,No,Yes
Albury,18.1,28.8,8.4,SE,35,SSE,ESE,6,11,1009.8,1009.2,20.7,26.8,Yes,No
Albury,17.7,33.7,0,NE,24,SE,NNE,7,9,1012.7,1008.2,24,31.6,No,No
Albury,20.2,36,0,SW,63,E,N,13,13,1007.6,1002.8,26.2,34.4,No,Yes
Albury,20.1,30.8,15.8,WNW,28,NA,NNW,0,13,1005.4,1002.8,24.3,29,Yes,No
Albury,18,26.9,0.2,NW,46,WNW,W,19,22,1005.6,1005.2,21.5,25.9,No,No
Albury,11.5,26,0,SSE,26,SSE,ENE,9,9,1012.8,1010.6,17.8,24.5,No,No
Albury,15.4,28.9,0,SE,43,SE,SW,19,9,1012.4,1009,19.3,27.1,No,No
Albury,16.6,27.5,0,SSE,50,SE,SE,22,24,1013.9,1012.2,20.7,26.2,No,No
Albury,14,25,0,SE,46,SE,ESE,15,15,1016.2,1012.8,17.8,23.9,No,No
Albury,9.2,24,0,ESE,33,SSW,SSE,9,19,1012.8,1009.7,16.3,22.5,No,No
Albury,10.5,26.8,0,WSW,31,SSW,WNW,6,2,1009.4,1006.9,16.4,24.8,No,No
Albury,13.8,28.5,0,SE,43,SSE,S,11,11,1009.4,1007.6,19.1,27.5,No,No
Albury,16.9,29,0,SSE,33,SE,SSE,20,20,1015.4,1014.5,20.3,27.3,No,No
Albury,13.6,29.8,0,WSW,33,ESE,W,7,11,1020.2,1016.1,20.2,28.2,No,No
Albury,15.2,29.5,0,SE,37,SSE,ESE,19,13,1014.4,1012.2,20.4,27.3,No,No
Albury,15,31.4,0,SE,28,SSE,SE,19,11,1021.5,1019.9,20.4,29.2,No,No
Albury,15.7,33.1,0,SW,33,ENE,WSW,13,13,1026.1,1022.1,22.4,31.2,No,No
Albury,16.9,33.5,0,WNW,43,NE,SSW,13,17,1023.8,1019.6,24.1,32,No,No
Albury,19.6,38.8,0.2,NW,41,E,S,4,9,1018.7,1014.9,22.3,36.2,No,No
Albury,20.4,36.1,0,NE,31,SE,NNW,19,17,1019.9,1017.2,23.7,34.8,No,No
Albury,18.3,34,0,ENE,30,ESE,E,6,15,1021.8,1018.7,23.9,31.8,No,No
Albury,20.3,35.8,0,SE,81,SSE,N,9,13,1020.5,1016.5,25.8,34,No,Yes
Albury,17.8,31.9,9.8,E,56,SSE,SSE,4,15,1021.4,1018.6,20.9,30.2,Yes,No
Albury,18.3,32,0,SE,31,SE,E,7,6,1022.9,1019.4,23.1,30.7,No,No
Albury,19.3,24.7,0.2,NNE,31,ENE,E,9,9,1019.6,1018,22.4,19.9,No,Yes
Albury,16.9,30.9,10.6,SW,24,SE,S,11,9,1016.5,1014.1,20.2,29.7,Yes,No
Albury,19.7,34.9,0,NNE,41,S,N,6,9,1015.4,1012.2,22.6,33.5,No,No
Albury,20.5,33.9,0,NNE,37,SE,NW,9,20,1014.1,1012.4,25.2,32.6,No,No
Albury,19.7,28.2,0,NE,50,SSE,SE,9,17,1018.2,1016.4,20.8,26.8,No,Yes
Albury,18,33.1,6,N,35,E,N,7,20,1018.6,1015,22.2,31.5,Yes,No
Albury,19,33.3,0.2,S,30,ESE,SSW,7,11,1016.6,1013.4,23.7,32.3,No,No
Albury,18.4,34.6,0,NNE,31,SSE,SE,2,7,1015.4,1012,23.2,32.8,No,No
Albury,19,34.5,0,NE,33,ESE,SSE,7,13,1015.9,1013.1,23.2,32.8,No,No
Albury,18.4,35.9,0,W,50,SSE,NE,6,9,1014.6,1010,23.8,33.8,No,Yes
Albury,17.5,29.5,8,NW,39,SSE,S,9,11,1014.4,1013,21.8,27.7,Yes,No
Albury,17.6,30.3,0.2,SE,24,SSE,NNE,7,9,1014.3,1010.8,21.6,28.9,No,No
Albury,18,29.8,0,WNW,24,SSE,ESE,9,11,1009.4,1007.1,20.1,27.3,No,No
Albury,14.5,31.5,0,SW,28,SSE,WSW,9,20,1009.5,1007.4,19.6,30.3,No,No
Albury,18.1,35.1,0,NW,37,SSE,WNW,9,20,1008.4,1004.9,20.7,34.3,No,Yes
Albury,19.3,28.6,1.4,WNW,39,W,W,19,26,1007.5,1008.8,19.4,27,Yes,No
Albury,12.1,28.6,0.2,SSE,43,SE,S,15,11,1017.4,1013.4,16.6,28.3,No,No
Albury,16.5,32,0,WNW,30,SSE,WSW,6,15,1014.5,1011.9,19.8,30.2,No,No
Albury,12.7,30.4,0,WNW,37,SE,W,6,22,1014.2,1010.7,17.6,29.3,No,No
Albury,15.1,23.4,0,W,54,W,WSW,28,28,1012,1012.5,15.7,22.3,No,No
Albury,11.2,22.3,0,WNW,43,WSW,WNW,15,7,1011.5,1010,14.7,20,No,No
Albury,10,25.2,0,W,30,SE,NW,2,15,1012.6,1010.3,15,22.3,No,No
Albury,11.3,30.3,0,WNW,33,NA,W,0,19,1013,1009.5,16.2,28.8,No,No
Albury,10.9,29.5,0,W,37,NA,W,0,15,1013.1,1011.4,17.6,27.8,No,No
Albury,12.6,30,0,NNW,33,ESE,WSW,6,17,1017,1014.6,17.1,28.9,No,No
Albury,9.3,31.7,0,W,39,SE,WNW,7,19,1017.4,1013.3,15,30.6,No,No
Albury,11.8,28.9,0,W,39,NA,W,0,24,1015.9,1013.4,15.8,28.3,No,No
Albury,14.5,27.6,0,SE,57,SSE,S,17,11,1019.6,1016.8,16.9,26.3,No,No
Albury,10.2,29,0,WNW,30,ESE,SSW,7,11,1019.5,1013.3,15.3,27.5,No,No
Albury,12.7,28.3,0,SE,37,SSE,SSE,11,20,1011.3,1011.3,19.8,26.5,No,No
Albury,10,27.9,0,SE,26,SSE,NNE,9,9,1016.7,1012.7,14.8,26.7,No,No
Albury,14.5,29.6,0,ENE,33,ENE,N,4,19,1011.3,1007,16.8,28,No,Yes
Albury,16.6,28.3,2.8,W,41,SW,W,9,22,1004.9,1004.6,20.1,27.6,Yes,No
Albury,12.7,33.6,0,N,37,SSW,N,2,15,1011.9,1007.9,16.6,31.9,No,No
Albury,16.6,26.8,0,WNW,43,WNW,W,24,22,1013.3,1014.2,18.7,25.7,No,No
Albury,13.2,27.3,0,SSE,28,SSE,SSE,13,11,1023.9,1021.8,15.8,26.1,No,No
Albury,10.8,30.7,0,NNW,50,SSE,NNW,6,15,1022.7,1017.7,16.4,29,No,No
Albury,16.4,31.9,0,WSW,46,SSE,NW,9,20,1013.7,1008.6,22,30,No,No
Albury,14.5,25.1,0.4,WNW,37,NNW,WNW,11,24,1012.2,1010.8,16.1,24,No,No
Albury,7.9,24.6,0,N,52,ENE,NNE,6,6,1017.3,1014.5,13.1,24,No,No
Albury,7.8,19.4,0,WNW,46,NW,W,13,22,1019.2,1019.2,12.9,18.4,No,No
Albury,10.3,20.9,0,SW,41,WNW,WSW,19,19,1023,1021,12.2,19.1,No,No
Albury,5.5,23.9,0,SSE,20,S,NNW,6,7,1024.4,1021.7,10.1,21.9,No,No
Albury,5.8,25.8,0,W,24,NA,WNW,0,9,1023.8,1021.3,11.6,25.1,No,No
Albury,8.6,28.2,0,WNW,26,NE,WSW,7,11,1025.1,1022,12.5,26.3,No,No
Albury,9,29.4,0,SE,22,SE,SW,2,11,1026.6,1022.3,13.7,28.5,No,No
Albury,10.4,29.1,0,N,33,NA,NNE,0,17,1023.1,1017.7,15.1,27.4,No,No
Albury,15.1,26.4,0,WNW,37,NE,WNW,6,26,1016.7,1016.7,21.3,24.2,No,No
Albury,8.7,26.8,0,SSE,26,SSE,ENE,13,11,1022.4,1019.3,12.7,24.3,No,No
Albury,11.5,23.8,0,E,30,SSE,NNE,6,11,1019.8,1016.3,16.3,22.6,No,No
Albury,15.5,24.3,0.6,WSW,28,NA,W,0,11,1012.7,1007.5,17.9,23.7,No,No
Albury,10.8,21.1,0,S,26,E,SE,6,9,1007.3,1005,15.6,19.7,No,Yes
Albury,11.8,19.9,8.8,SW,37,S,W,6,19,1008.3,1006.8,14.2,18,Yes,Yes
Albury,10.9,22.3,4,SSE,37,W,E,15,9,1017.2,1018.3,14.6,21.8,Yes,No
Albury,7.3,22.1,0,ESE,31,S,SE,7,15,1024,1021.1,14.6,21.2,No,No
Albury,7.6,24.2,0,S,24,SSE,SW,9,9,1025.8,1022.1,15.2,22.8,No,No
Albury,8.2,23.7,0,W,19,SE,WSW,4,4,1023.7,1018.8,16,22.2,No,No
Albury,11.8,26.5,0,W,31,E,NW,2,17,1020.1,1017.1,16.3,25.7,No,No
Albury,8.3,25.5,0,SSW,20,SE,W,11,9,1022.7,1018.8,15.4,24.7,No,No
Albury,10.3,21.8,0,SSE,24,E,SSE,6,19,1022.3,1019.6,14.1,21,No,Yes
Albury,12.7,24.2,3,ENE,39,ENE,SE,9,13,1022.1,1019.3,16.1,22.5,Yes,Yes
Albury,10.7,26.6,1.4,NW,30,E,NW,6,20,1023,1020.6,16.3,25.9,Yes,No
Albury,15.1,17.7,0.2,ENE,19,ENE,SE,9,6,1023.8,1019.1,15.8,15.4,No,Yes
Albury,15.2,19.9,35.8,WNW,35,NNE,WNW,9,13,1015.9,1012.3,17.5,17.2,Yes,Yes
Albury,9.9,17.4,15.8,SSE,35,W,ESE,20,17,1021.1,1023.1,12.6,15.8,Yes,No
Albury,6.9,18.2,0.2,SSE,54,S,SE,19,28,1031,1028.4,13.1,16.8,No,No
Albury,10.4,19.4,0,SE,48,SSE,S,30,30,1028.1,1024.7,15.3,18.5,No,No
Albury,5.9,23.1,0,SSE,44,W,SSE,9,22,1020.8,1017.2,15.8,21.4,No,No
Albury,12.7,24,0.2,SE,30,N,S,6,9,1014.6,1009.9,15.2,23.1,No,Yes
Albury,15.2,20,3.6,N,26,N,NW,7,17,1007.2,1005.3,16,19.4,Yes,Yes
Albury,10,16,7,SSE,26,S,SE,7,15,1008.1,1006.8,12.8,15.7,Yes,Yes
Albury,7.1,19.7,2.6,W,37,NE,WNW,4,24,1014.1,1013.7,9.2,18.9,Yes,No
Albury,5.8,17.8,0.2,WSW,28,ESE,NNW,9,7,1022.1,1020.7,11.2,16.4,No,No
Albury,3.6,18.5,0,SSE,22,NA,NE,0,6,1027.3,1025.1,11.1,17.8,No,No
Albury,4.4,19.6,0,SE,33,SSE,ESE,9,6,1031,1027.8,11.5,18.9,No,No
Albury,4.7,20.9,0,SE,22,NA,SE,0,13,1031.2,1027.2,11.4,20,No,No
Albury,6.4,22.5,0,ESE,19,NA,SSE,0,9,1028.6,1024.1,13.5,22,No,No
Albury,7.7,20.7,0,S,11,NA,SSE,0,7,1022.5,1017.6,11.7,20.1,No,No
Albury,7.5,23.7,0,W,22,N,W,2,13,1019.1,1015.6,13.5,23.2,No,No
Albury,5,22.3,0,WNW,17,NNE,N,2,11,1017.5,1013.3,12.4,21.2,No,No
Albury,5.5,20.5,0,NW,65,SSE,WNW,6,35,1005.9,1005.2,11.9,17.6,No,No
Albury,2.7,15.5,0,WNW,41,W,WNW,13,19,1017.9,1017,9.1,14.3,No,No
Albury,6.7,14.7,0.2,W,35,WNW,WNW,19,19,1021.1,1019.3,9.7,13.2,No,No
Albury,6.1,13.8,0,W,28,NNW,NW,9,11,1022.6,1020,10.1,13,No,No
Albury,9.9,15.4,0.8,NW,39,NW,WNW,15,24,1018.6,1015.9,11.8,14.2,No,Yes
Albury,10.4,14.3,2.8,WNW,72,NW,WNW,19,30,1009.6,1005.4,10.6,12.6,Yes,Yes
Albury,9.9,18,9.2,W,50,WNW,W,26,28,1011.9,1013.2,12.4,16.4,Yes,No
Albury,11.2,17.2,0.8,W,44,NW,NNW,20,24,1015.4,1012.1,12.2,15.8,No,No
Albury,4.5,13.5,0.6,W,43,W,WSW,19,31,1020.8,1022.4,6.1,11.8,No,No
Albury,2.6,15.8,0,W,26,W,W,13,17,1029.9,1028.7,7.6,15,No,No
Albury,2.3,17.8,0,SSE,15,SE,SSE,2,6,1034.4,1031.9,6,17,No,No
Albury,3.2,18.9,0,E,44,NA,E,0,2,1037.4,1033.5,8.8,18,No,No
Albury,2.4,18,0.2,E,20,ESE,SE,7,6,1036.6,1032.2,8.6,17.4,No,No
Albury,2.3,19.2,0,NE,13,NA,ESE,0,4,1031.8,1025.8,6.6,18.5,No,Yes
Albury,6.7,17.4,3.4,W,57,NE,SSW,2,13,1017.6,1011.8,10.4,13.1,Yes,Yes
Albury,10.3,17.6,12.8,WNW,26,N,NW,11,17,1014.4,1014.5,14.9,16.9,Yes,No
Albury,6.1,15,0,W,17,ENE,W,4,9,1020.9,1019.7,11.5,14.8,No,No
Albury,8,16.9,0,SE,35,S,SE,13,13,1025.4,1025.1,12.5,16.5,No,No
Albury,1.4,16.6,0,NNW,13,WSW,NW,4,4,1031.8,1029.4,6.1,16.5,No,No
Albury,-0.2,13.9,0,SE,13,NA,ESE,0,9,1033.3,1030.6,3.5,13.3,No,No
Albury,2.6,15.2,0,ESE,15,NA,SE,0,7,1033.1,1029.9,6.9,14.2,No,No
Albury,2,13.8,0,ESE,13,NA,ESE,0,2,1030.9,1026.9,6.9,13.2,No,No
Albury,5.7,14.7,0.2,ENE,20,NA,ENE,0,17,1025.2,1022.3,8.8,14,No,Yes
Albury,7.4,18.7,3.2,NNE,33,E,NNE,15,20,1022.7,1018.1,11.7,18.5,Yes,Yes
Albury,9.1,15.8,11.2,WNW,30,NA,WSW,0,13,1022.6,1021.8,11,14,Yes,No
Albury,5,15.4,0,WNW,31,SSE,NW,2,19,1024,1020.2,8.8,13.7,No,No
Albury,8.4,14.5,0,NW,33,NE,NW,6,17,1018.4,1013.9,9.6,13.8,No,Yes
Albury,3.8,11.5,2.4,W,44,W,W,19,22,1021.5,1022.4,6,10.8,Yes,No
Albury,-1.4,12.5,0,SSW,15,E,NNE,4,2,1028.3,1025.3,3.2,11.9,No,No
Albury,-1.2,12.6,0,E,17,NA,ESE,0,6,1025.7,1022.9,2.9,11.4,No,No
Albury,-1.2,9.9,0.2,NNE,17,ENE,ESE,4,11,1023.5,1018.6,2.6,9,No,Yes
Albury,2.6,13.3,6.4,SSE,17,SSE,SSE,9,9,1022.1,1022.6,7.1,12,Yes,No
Albury,0.8,13.2,0.2,NNW,17,SSW,N,6,4,1031.4,1029.4,3.3,13,No,No
Albury,2.3,10.9,0,E,15,ESE,ESE,7,7,1030.4,1026.2,5,10.6,No,No
Albury,1,16.7,0.2,N,44,NA,N,0,17,1024.7,1020,4.3,16.4,No,No
Albury,4.3,15,0,W,37,WNW,WSW,19,19,1021.1,1023.2,12.2,12.6,No,No
Albury,-1,13.4,0,SE,22,NA,SE,0,9,1033.4,1032,4.7,13.2,No,No
Albury,0.7,15.2,0,ESE,41,NA,E,0,9,1037.8,1034.2,6.5,15.2,No,No
Albury,-0.8,15.2,0.2,SE,13,NA,SE,0,6,1035.6,1031.7,5.4,14.6,No,No
Albury,0.3,15.3,0,N,11,NA,ESE,0,7,1032.1,1027.7,5.1,14.8,No,No
Albury,2.4,15.7,0,E,15,NA,E,0,9,1029.3,1025.9,6.1,14.4,No,No
Albury,1.8,14,0.2,ESE,17,NA,ESE,0,6,1027.4,1023.5,5.9,13.9,No,Yes
Albury,5.9,14.4,14.6,ESE,19,ESE,N,6,6,1019.9,1016.4,11.3,14.2,Yes,Yes
Albury,11.3,12.6,11.6,W,20,S,WSW,2,6,1010.9,1009.1,12.2,12.6,Yes,Yes
Albury,9.9,11.1,22.4,SSE,15,NA,NA,0,0,1016.2,1015.6,10.4,10.7,Yes,Yes
Albury,5.8,13.7,16.4,SSE,22,S,S,11,7,1021.3,1020.2,8.5,13.2,Yes,No
Albury,-0.9,12.2,0.2,SE,20,S,ESE,4,6,1026.3,1025.3,3.6,11.3,No,No
Albury,-1.5,12.1,0,ENE,15,ENE,ESE,2,6,1030,1027.5,3.1,11.6,No,No
Albury,-1.2,11.3,0,E,13,NA,ESE,0,7,1030,1026.4,3.7,10.6,No,No
Albury,1.4,16.8,0,N,28,NA,ENE,0,15,1026,1021.9,7.3,15.8,No,Yes
Albury,7,14,7.2,ESE,15,NE,SSE,2,11,1022.1,1020.6,9.8,13.6,Yes,No
Albury,8.2,13.4,1,SSE,17,WSW,NNE,11,7,1026.1,1026.8,8.8,12.2,No,No
Albury,1.8,14.3,0.2,ENE,11,N,E,7,6,1034,1032,4.6,13.9,No,No
Albury,2.3,13.2,0,W,19,NA,SE,0,6,1035,1032.2,6.1,11.3,No,No
Albury,5.6,12.4,0.2,N,20,NA,ENE,0,7,1034.3,1032.8,7.3,11,No,No
Albury,0.4,15,0,E,15,SSE,SSE,7,6,1034.3,1030.1,3.3,12.8,No,No
Albury,1,8.6,0,WSW,15,ESE,WSW,9,7,1029.7,1028,5,8.2,No,No
Albury,2.9,10.6,0,W,19,ENE,NNW,6,6,1029.5,1026.1,5.3,10.1,No,No
Albury,4.6,12.1,0.8,WSW,50,N,SW,7,28,1022.4,1022.1,6.9,11.3,No,No
Albury,-2.1,11,0.8,NW,20,NA,NNW,0,13,1029,1026.7,2.5,10.8,No,No
Albury,1.1,11.6,0,W,24,NA,W,0,13,1026.3,1023.8,2.6,10.3,No,No
Albury,0.7,11.8,0,SSE,13,NA,NW,0,6,1023.9,1020.8,3.6,11.6,No,No
Albury,3.6,10,0,WSW,17,NA,WSW,0,9,1019.2,1017.8,8.2,9.7,No,No
Albury,4.8,14.8,0,SSE,20,SE,ESE,9,4,1022.7,1022,7.6,13.7,No,No
Albury,0.1,14.8,0,E,13,SE,E,6,6,1028.9,1026.8,4.5,14.1,No,No
Albury,-0.5,13.2,0,SE,17,NA,SE,0,11,1030.1,1025.3,3.3,12.6,No,Yes
Albury,3.3,14.2,1.8,NE,24,SE,NNE,6,13,1020.4,1017.2,9,13,Yes,Yes
Albury,8,13.9,2.4,NNE,43,NNE,N,13,19,1012,1005.2,11.2,12.5,Yes,Yes
Albury,5.1,11.3,5.4,W,30,ESE,W,6,17,1005.9,1004.3,5.9,8.6,Yes,Yes
Albury,5.9,13.7,2.8,W,50,WSW,W,24,30,1008.2,1009.1,11.3,11.8,Yes,No
Albury,5,9.1,0,W,33,WNW,NW,11,17,1014.9,1014.1,6.5,7.6,No,Yes
Albury,4.4,6.8,10,NE,30,S,SSE,13,11,1016.6,1017.1,4.7,6.4,Yes,Yes
Albury,2.9,11.9,4.4,SW,19,SSW,WSW,6,11,1020.1,1017.3,5.8,10.5,Yes,No
Albury,-1.4,11.5,0.2,W,31,WNW,WSW,6,20,1019.1,1019.3,3.6,10.4,No,No
Albury,-1.6,12.4,0,NNW,52,NA,SSE,0,7,1029.5,1028.9,2.9,11.8,No,No
Albury,-1.5,13,0,SE,13,ESE,SE,4,9,1034.7,1032.1,3,12.4,No,No
Albury,-1.6,13.7,0,E,15,NA,E,0,7,1035.3,1031.5,2.6,13.5,No,No
Albury,-0.3,15.9,0,NNE,28,NA,NE,0,19,1032.4,1026.3,4.6,15.2,No,Yes
Albury,4.5,13.5,3,NNE,48,NNE,N,20,19,1023.2,1022.5,10.4,12.1,Yes,Yes
Albury,7.5,16.9,2.8,ENE,13,NNE,ENE,2,2,1027.1,1023.4,9.2,16.7,Yes,No
Albury,2.2,12.8,0.2,NNW,39,NA,N,0,13,1018.1,1012.9,6.5,12,No,Yes
Albury,6.5,13.6,5.8,NW,35,NNW,NNW,17,24,1019,1017.1,9.2,12.8,Yes,Yes
Albury,8.2,11.8,3,W,54,WNW,W,17,33,1016.5,1017.1,8.6,11,Yes,No
Albury,0.7,9.5,0,WNW,26,W,WNW,11,15,1029.1,1029.3,3.3,9.2,No,No
Albury,1.4,13.8,0,WNW,26,NA,WSW,0,13,1036,1033.5,6.3,12.5,No,No
Albury,1,12.2,0,E,17,E,ENE,9,2,1035.6,1031.2,4.5,11.2,No,No
Albury,3.3,12.5,0,NNW,30,ESE,NNW,6,19,1026,1021.1,7.1,11.9,No,No
Albury,7.2,13.8,0.2,N,22,NA,N,0,11,1021.4,1019.8,9.7,13.6,No,Yes
Albury,3.8,10.3,1.2,NW,17,E,NA,9,0,1015.4,1014.8,8.8,10.2,Yes,Yes
Albury,7.2,11.9,27.2,WNW,35,W,WSW,13,20,1013.4,1014.6,8.7,11.2,Yes,Yes
Albury,7.5,11.7,2.6,WSW,52,WNW,WSW,26,26,1017.7,1018.6,8.3,11,Yes,Yes
Albury,-2.4,8.6,1.4,W,30,ENE,WNW,6,19,1025.1,1021.9,2.5,7.7,Yes,Yes
Albury,2.2,11.5,4.2,W,46,WNW,W,24,22,1014.2,1012.2,7.2,10.9,Yes,Yes
Albury,2,10.9,1.4,SW,20,WSW,WNW,13,13,1019.9,1020.6,5.2,10.2,Yes,Yes
Albury,5,12.6,1.4,WNW,52,ENE,W,9,9,1025.6,1023.7,7.6,12.1,Yes,No
Albury,1.3,14,0,NNW,44,SE,WNW,2,9,1026.2,1023.3,5.1,13.3,No,No
Albury,0.8,11,0,ENE,13,ESE,E,4,9,1024.3,1019.8,4.9,10.8,No,No
Albury,3.8,15.1,0,NNE,31,SE,NNW,9,19,1016.4,1011.6,7.3,14.3,No,Yes
Albury,3,14.2,1.8,NNW,30,SSE,NNW,6,15,1015.1,1011.9,7.5,14,Yes,No
Albury,1.8,9,0,N,28,SE,ENE,6,9,1003.9,1005,7.7,7.3,No,Yes
Albury,1.7,12.3,5.4,WSW,33,WSW,W,15,15,1019.2,1020.1,7.5,11,Yes,No
Albury,4.2,12.8,0,ENE,13,ENE,NE,6,7,1027.2,1026.6,8.6,12.5,No,No
Albury,2.1,17,0,E,17,NE,S,2,4,1032,1029.4,6.1,14.7,No,No
Albury,1.7,15.9,0.2,W,30,SE,WNW,6,19,1028.5,1023.8,5.5,14.6,No,No
Albury,5.5,14.2,0,WSW,43,WNW,WNW,17,19,1018.3,1015.8,9.8,13.4,No,No
Albury,-0.9,12.7,0,SW,17,NA,W,0,7,1023,1021.9,5.3,12.4,No,No
Albury,-0.1,13,0,NE,19,NA,SSW,0,9,1027.8,1025.3,3.8,12,No,No
Albury,0.4,16.8,0.2,ESE,19,NA,NNE,0,9,1028.6,1025,7.1,16.2,No,No
Albury,2,16.4,0,NNE,37,E,NE,7,11,1024.2,1020.1,9.6,16,No,Yes
Albury,7.9,20.7,1.4,N,24,ESE,NNW,2,11,1017.8,1016,12.9,19.9,Yes,No
Albury,8.9,17.7,0.8,ENE,15,SSE,NNE,2,9,1020.3,1018.6,11.3,16.9,No,No
Albury,7.5,13.5,0,SSE,35,SE,SE,13,19,1018.6,1015.7,11.9,12.2,No,Yes
Albury,8.8,11.7,15.2,SSE,35,SSW,S,9,11,1020.7,1022.3,10.1,9.7,Yes,Yes
Albury,5.8,15,15.2,S,19,SSE,SSW,7,9,1025.5,1022.2,11.7,14.8,Yes,Yes
Albury,9.8,15.8,10.6,W,44,W,W,11,31,1020.7,1017.9,10.7,12.3,Yes,No
Albury,4.2,16.2,0,WNW,24,NA,W,0,15,1023.4,1021.5,7.7,16.1,No,No
Albury,1.2,13.7,0,W,30,W,WSW,6,17,1025,1022.1,5.1,13.6,No,No
Albury,1.5,15.5,0.2,W,19,NA,WSW,0,9,1023.2,1020.1,8.8,15,No,No
Albury,2.2,15,0,W,24,NA,NW,0,15,1020.1,1016.8,8.3,14.8,No,No
Albury,1.1,14.9,0,NNW,24,E,WNW,7,9,1018.2,1015.6,5.3,14.2,No,No
Albury,1.9,17.6,0,ENE,31,ESE,E,7,17,1016.5,1009,7.6,16.7,No,Yes
Albury,7.5,17.9,23,SW,35,WNW,S,2,22,1009.1,1011.7,10.3,17,Yes,Yes
Albury,3.4,17.5,1.2,WNW,24,SE,WNW,6,13,1023.3,1021,9.8,15.5,Yes,No
Albury,3.2,17.6,0,WNW,22,NNE,W,6,11,1024.3,1020.7,7.2,17.5,No,No
Albury,5.2,16.4,0,N,33,SW,N,6,22,1022.8,1018.7,8.7,16,No,Yes
Albury,8.2,13.6,1.6,WSW,50,W,WNW,15,28,1019.6,1018,9.9,12.7,Yes,No
Albury,6.1,14.9,1,WSW,43,NNW,W,11,20,1020.8,1018.6,7.9,14.1,No,No
Albury,0.7,17.5,0.2,W,41,NE,WSW,6,26,1026.6,1024.4,7.1,16.8,No,No
Albury,4.9,19,0.2,ESE,28,S,E,7,7,1031.7,1029.5,10.8,17.2,No,No
Albury,3.9,19.4,0,NNE,30,ESE,NNW,7,19,1031.9,1027.7,11,19.1,No,No
Albury,6,21.1,0,W,20,SE,W,4,11,1029.2,1025.9,12.1,20.4,No,No
Albury,6.6,23.2,0,NE,20,E,NE,7,9,1028.1,1024.3,15.2,22.9,No,No
Albury,7.3,24.1,0,NNE,33,E,N,7,20,1023.8,1018.5,14.6,23.6,No,No
Albury,13.3,18,0,W,54,W,W,28,28,1013.9,1015.3,14.8,17.2,No,No
Albury,2.5,16.7,0,WNW,35,S,WNW,2,17,1019.1,1016.8,10.3,16.1,No,No
Albury,3.7,17.9,0,WSW,35,SSE,WSW,4,24,1021.2,1020.5,10.9,17.5,No,No
